query_id,query_text,doc_id,doc_text,rel,label_source
214,Write a function that gives loss amount on a sale if the given amount has loss else return 0.,81,Write a function to calculate the sum of the negative numbers of a given list of numbers.,1,weak_auto_from_relevant_indices
214,Write a function that gives loss amount on a sale if the given amount has loss else return 0.,390,"Create a function that sums n, n-2, n-4, and so on, stopping when the result is less than or equal to zero.",1,weak_auto_from_relevant_indices
215,Write a python function to find the sum of even factors of a number.,119,Write a python function to find the sum of even numbers at even positions of a list.,1,weak_auto_from_relevant_indices
215,Write a python function to find the sum of even factors of a number.,509,Create a function that computes the sum of all even factors of a given number.,1,weak_auto_from_relevant_indices
215,Write a python function to find the sum of even factors of a number.,89,Write a python function that takes in a positive integer n and finds the sum of even index binomial coefficients.,1,weak_auto_from_relevant_indices
216,Write a function that matches a word containing 'z'.,510,Create a function that identifies words with the letter 'z' in them.,1,weak_auto_from_relevant_indices
216,Write a function that matches a word containing 'z'.,197,Write a function that matches a string that has an a followed by one or more b's.,1,weak_auto_from_relevant_indices
216,Write a function that matches a word containing 'z'.,76,Write a function to find words that are longer than n characters from a given list of words.,1,weak_auto_from_relevant_indices
217,Write a function to check whether the given month number contains 31 days or not.,511,Create a function that verifies if a month number corresponds to a month with 31 days.,1,weak_auto_from_relevant_indices
217,Write a function to check whether the given month number contains 31 days or not.,46,Write a function to check whether the given number is undulating or not.,1,weak_auto_from_relevant_indices
217,Write a function to check whether the given month number contains 31 days or not.,64,Write a function to check if a string represents an integer or not.,1,weak_auto_from_relevant_indices
218,Write a function to reverse each string in a given list of string values.,512,Create a function that reverses the characters in each string within a list.,1,weak_auto_from_relevant_indices
218,Write a function to reverse each string in a given list of string values.,284,Write a function to reverse words seperated by spaces in a given string.,1,weak_auto_from_relevant_indices
218,Write a function to reverse each string in a given list of string values.,591,Write a function to reverse a string,1,weak_auto_from_relevant_indices
219,Write a python function to find the sublist having minimum length.,246,Write a python function to find the length of the longest sublists.,1,weak_auto_from_relevant_indices
219,Write a python function to find the sublist having minimum length.,513,Create a function that identifies the sublist with the smallest length within a list of sublists.,1,weak_auto_from_relevant_indices
